Year,Site,Species,Plot_Subplot,Plot,Subplot,Field_ID,Arroyo,Age,Size,Location,Dead_Canopy,Fruit_Count,Tree_Status,Tree_Height,CanopyMajorAxis,CanopyMinorAxis
2011,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,1,NA,NA,NA,NA
2012,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2016,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,11,NA,NA,NA,NA
2017,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2018,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,18,NA,NA,NA,NA
2019,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2020,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,64,NA,NA,NA,NA
2021,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2022,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
2023,CM,PIED,3.2,3,2,4331,n,M,NA,NA,NA,0,NA,NA,NA,NA
1997,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
1998,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
1999,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,60,NA,NA,NA,NA
2000,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2001,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2002,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2003,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2004,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,15,NA,NA,NA,NA
2005,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,57,NA,NA,NA,NA
2006,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2007,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2008,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,12,NA,NA,NA,NA
2009,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2011,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2016,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2017,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2018,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2019,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2020,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,1,NA,NA,NA,NA
2021,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2022,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,NA,Dead,NA,NA,NA
2023,CM,PIED,3.2,3,2,4332,n,Y,NA,NA,NA,NA,Dead,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,300,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,90,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,15,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,75,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,12,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,30,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,8,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,255,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,25,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,0,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,35,20.33333333,NA,3.3,6.05,4.835
2021,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,35,9.6,NA,3.3,6.05,4.835
2022,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,35,0,NA,3.3,6.05,4.835
2023,CM,JUMO,3.3,3,3,4336,n,O,NA,Tag on W,5,279.5,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,10,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,30,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,2,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,40,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,7,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,3,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,35,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,5,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,40,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,25,1,NA,2.8,3.555,2.92
2021,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,25,0,NA,2.8,3.555,2.92
2022,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,25,0,NA,2.8,3.555,2.92
2023,CM,JUMO,3.3,3,3,4337,n,M,NA,NA,30,53.25,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,5,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,2,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,300,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,3,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,2,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,60,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,5,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,4,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,25,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,4,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,65,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,5,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,20,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,40,19.33333333,NA,3.3,4.355,3.815
2021,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,40,3.2,NA,3.3,4.355,3.815
2022,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,40,0,NA,3.3,4.355,3.815
2023,CM,JUMO,3.3,3,3,4338,n,O,NA,NA,40,42.25,NA,NA,NA,NA
1997,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,NA,NA,NA,NA,NA
1998,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,NA,NA,NA,NA,NA
1999,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,730,NA,NA,NA,NA
2000,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2001,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2002,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,4,NA,NA,NA,NA
2003,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2004,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,465,NA,NA,NA,NA
2005,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,220,NA,NA,NA,NA
2006,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,2,NA,NA,NA,NA
2007,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2008,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,410,NA,NA,NA,NA
2009,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2010,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,2,NA,NA,NA,NA
2011,CM,PIED,3.3,3,3,4342,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2013,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2016,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,62,NA,NA,NA,NA
2017,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2018,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,67,NA,NA,NA,NA
2019,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2020,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,148,NA,NA,NA,NA
2021,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2022,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,0,NA,NA,NA,NA
2023,CM,PIED,3.3,3,3,4342,n,VO,NA,NA,NA,11,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,15,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,80,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,180,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,70,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,8,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,1,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,290,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,15,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,15,20.33333333,NA,3.3,3.56,3.16
2021,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,15,7,NA,3.3,3.56,3.16
2022,CM,JUMO,3.3,3,3,4343,n,M,NA,NA,15,0,NA,3.3,3.56,3.16
2023,CM,JUMO,3.3,3,3,4343,n,O,NA,NA,5,218,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,3,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,100,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,3,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,65,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,5,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,10,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,2,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,230,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,10,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,20,25.66666667,NA,3,3.31,2.305
2021,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,20,2.909090909,NA,3,3.31,2.305
2022,CM,JUMO,3.3,3,3,4344,n,M,NA,NA,20,0,NA,3,3.31,2.305
2023,CM,JUMO,3.3,3,3,4344,n,O,NA,NA,0,161.5,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,1,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,1,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,200,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,5,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,1,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,30,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,0,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,45,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,10,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,10,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,2,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,130,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,5,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,0,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,10,14.33333333,NA,3.2,3.91,2.765
2021,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,10,1,NA,3.2,3.91,2.765
2022,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,10,0,NA,3.2,3.91,2.765
2023,CM,JUMO,3.3,3,3,4345,n,M,NA,NA,5,115.75,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,2,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,100,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,5,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,12,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,2,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,6,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,125,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,6,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,30,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,10,2.333333333,NA,2.8,4.05,3.75
2021,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,10,0.666666667,NA,2.8,4.05,3.75
2022,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,10,0,NA,2.8,4.05,3.75
2023,CM,JUMO,3.3,3,3,4347,n,M,NA,NA,5,34.75,NA,NA,NA,NA
1997,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,NA,NA,NA,NA,NA
1998,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,NA,NA,NA,NA,NA
1999,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2000,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2001,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,15,NA,NA,NA,NA
2002,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2003,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2004,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2005,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0.2,NA,NA,NA,NA
2006,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2007,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,5,NA,NA,NA,NA
2008,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2009,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,0.8,NA,NA,NA,NA
2011,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,80,NA,NA,NA,NA
2016,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2017,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,2,NA,NA,NA,NA
2018,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,0,0,NA,NA,NA,NA
2019,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,5,196.3333333,NA,2.1,2.765,2.08
2021,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,5,38.33333333,NA,2.1,2.765,2.08
2022,CM,JUMO,3.3,3,3,4348,n,Y,NA,NA,5,0,NA,2.1,2.765,2.08
