Year,Site,Species,Plot_Subplot,Plot,Subplot,Field_ID,Arroyo,Age,Size,Location,Dead_Canopy,Fruit_Count,Tree_Status,Tree_Height,CanopyMajorAxis,CanopyMinorAxis
2019,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.3,1,3,25,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,25,n,O,NA,NA,20,61.25,NA,NA,NA,NA
1997,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,515,NA,NA,NA,NA
1998,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2000,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,1,NA,NA,NA,NA
2001,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,6,NA,NA,NA,NA
2002,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,120,NA,NA,NA,NA
2004,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,5,NA,NA,NA,NA
2005,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,15,NA,NA,NA,NA
2008,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,3,NA,NA,NA,NA
2009,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,45,NA,NA,NA,NA
2011,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,45,NA,NA,NA,NA
2016,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,95,NA,NA,NA,NA
2018,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.3,1,3,26,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,26,n,O,NA,NA,50,240.75,NA,NA,NA,NA
1997,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,40,NA,NA,NA,NA
1998,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2005,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,2,NA,NA,NA,NA
2011,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,2,NA,NA,NA,NA
2016,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.3,1,3,27,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,27,n,Y,NA,NA,30,2.5,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,28,n,O,NA,NA,30,2.5,NA,NA,NA,NA
1997,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,330,NA,NA,NA,NA
1998,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,4,NA,NA,NA,NA
1999,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,2,NA,NA,NA,NA
2000,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,6,NA,NA,NA,NA
2001,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,7,NA,NA,NA,NA
2002,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,100,NA,NA,NA,NA
2004,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,100,NA,NA,NA,NA
2005,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,100,NA,NA,NA,NA
2006,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,2,NA,NA,NA,NA
2007,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0.2,NA,NA,NA,NA
2008,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,38,NA,NA,NA,NA
2011,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,75,NA,NA,NA,NA
2013,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,45,NA,NA,NA,NA
2016,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.3,1,3,31,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,31,n,M,NA,NA,30,153,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,33,n,NA,NA,NA,0,0,NA,NA,NA,NA
2023,222,JUMO,1.3,1,3,34,n,NA,NA,NA,0,0,NA,NA,NA,NA
1997,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,480,NA,NA,NA,NA
1998,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,30,NA,NA,NA,NA
1999,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,40,NA,NA,NA,NA
2000,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,2,NA,NA,NA,NA
2001,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,9,NA,NA,NA,NA
2002,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,120,NA,NA,NA,NA
2004,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,320,NA,NA,NA,NA
2005,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,4,NA,NA,NA,NA
2006,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,13,NA,NA,NA,NA
2008,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,160,NA,NA,NA,NA
2011,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,50,NA,NA,NA,NA
2016,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,130,NA,NA,NA,NA
2018,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.4,1,4,37,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.4,1,4,37,n,M,NA,NA,5,231,NA,NA,NA,NA
1997,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
1998,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,5,NA,NA,NA,NA
1999,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2005,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2011,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,0,NA,NA,NA,NA
2019,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.4,1,4,38,n,M,NA,NA,NA,NA,NA,NA,NA,NA
1997,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,270,NA,NA,NA,NA
1998,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,3,NA,NA,NA,NA
1999,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,2,NA,NA,NA,NA
2000,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0.2,NA,NA,NA,NA
2001,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2004,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,4,NA,NA,NA,NA
2005,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,95,NA,NA,NA,NA
2006,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0.2,NA,NA,NA,NA
2007,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,3,NA,NA,NA,NA
2008,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,13,NA,NA,NA,NA
2011,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0.5,NA,NA,NA,NA
2013,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,180,NA,NA,NA,NA
2016,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,0,NA,NA,NA,NA
2018,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.4,1,4,39,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.4,1,4,39,n,M,NA,NA,5,106.25,NA,NA,NA,NA
1997,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,100,NA,NA,NA,NA
1998,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0.2,NA,NA,NA,NA
1999,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2000,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,2,NA,NA,NA,NA
2001,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,7,NA,NA,NA,NA
2002,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,7,NA,NA,NA,NA
2004,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,85,NA,NA,NA,NA
2005,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,25,NA,NA,NA,NA
2006,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,2,NA,NA,NA,NA
2007,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,16,NA,NA,NA,NA
2008,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,5,NA,NA,NA,NA
2009,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,35,NA,NA,NA,NA
2011,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.4,1,4,44,n,M,NA,NA,NA,60,NA,NA,NA,NA
2016,222,JUMO,1.4,1,4,44,n,M,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.4,1,4,44,n,M,NA,NA,NA,28,NA,NA,NA,NA
2018,222,JUMO,1.4,1,4,44,n,M,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.4,1,4,44,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.4,1,4,44,n,O,NA,NA,50,90.75,NA,NA,NA,NA
1997,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,485,NA,NA,NA,NA
1998,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,1,NA,NA,NA,NA
1999,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,10,NA,NA,NA,NA
2001,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,35,NA,NA,NA,NA
2004,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,100,NA,NA,NA,NA
2005,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,10,NA,NA,NA,NA
2006,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,6,NA,NA,NA,NA
2008,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,90,NA,NA,NA,NA
2011,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,90,NA,NA,NA,NA
2016,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,25,NA,NA,NA,NA
2018,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.4,1,4,45,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.4,1,4,45,n,O,NA,NA,5,117.75,NA,NA,NA,NA
1997,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,490,NA,NA,NA,NA
1998,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
1999,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,1,NA,NA,NA,NA
2000,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,2,NA,NA,NA,NA
2001,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,12,NA,NA,NA,NA
2002,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,30,NA,NA,NA,NA
2004,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,30,NA,NA,NA,NA
2005,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,260,NA,NA,NA,NA
2006,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0.2,NA,NA,NA,NA
2007,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,5,NA,NA,NA,NA
2008,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,35,NA,NA,NA,NA
2011,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,65,NA,NA,NA,NA
2016,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,35,NA,NA,NA,NA
2018,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,1.4,1,4,46,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,1.4,1,4,46,n,O,NA,NA,10,115.5,NA,NA,NA,NA
1997,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1998,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
1999,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2000,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,60,NA,NA,NA,NA
2004,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,5,NA,NA,NA,NA
2005,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2006,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2008,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,25,NA,NA,NA,NA
2011,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,12,NA,NA,NA,NA
2013,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,2.1,2,1,54,n,O,NA,NA,NA,40,NA,NA,NA,NA
2016,222,JUMO,2.1,2,1,54,n,O,NA,NA,NA,0,NA,NA,NA,NA
2017,222,JUMO,2.1,2,1,54,n,O,NA,NA,NA,45,NA,NA,NA,NA
2018,222,JUMO,2.1,2,1,54,n,O,NA,NA,NA,NA,NA,NA,NA,NA
2019,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2020,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2021,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2022,222,JUMO,2.1,2,1,54,n,Y,NA,NA,NA,NA,NA,NA,NA,NA
2023,222,JUMO,2.1,2,1,54,n,Y,NA,NA,5,69.5,NA,NA,NA,NA
1997,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,720,NA,NA,NA,NA
1998,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,2,NA,NA,NA,NA
1999,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0.5,NA,NA,NA,NA
2000,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2001,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2002,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2003,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,250,NA,NA,NA,NA
2004,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2005,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,5,NA,NA,NA,NA
2006,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2007,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,5,NA,NA,NA,NA
2008,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2009,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2010,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,115,NA,NA,NA,NA
2011,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2012,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2013,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2014,222,JUMO,2.1,2,1,55,n,O,NA,NA,NA,0,NA,NA,NA,NA
2015,222,JUMO,2.1,2,1,55,n,Y,NA,NA,NA,45,NA,NA,NA,NA
